cid,smiles,NR3C1
60190059,C\C=C\c1ccc(cc1)[C@H]2[C@@H](CO)N(CC3CC3)C24CN(C4)C(=O)c5ccc6OCOc6c5,0
54649760,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)CCCN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,0
54657514,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCC3CCCCC3)CC[C@@H]2N(CCC(F)(F)F)C1,0
5310993,Cc1cnc(c[n+]1[O-])C(=O)O,0
54626033,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccc(F)cc2)Oc3ncc(cc3C1=O)c4ccccc4F,0
54618547,C[C@H](O)C#Cc1cnc2O[C@H](CN(C)CC3CCOCC3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1,0
54665025,OC[C@H]1Nc2ccc(cc2[C@@H]3[C@H]1CCN3C(=O)c4ccccc4F)c5cccc(c5)C#N,0
44483163,O=C(Nc1cccc2cccnc12)c3ccc(cc3)N4C(=O)[C@@H]5[C@H]6C[C@H](C=C6)[C@@H]5C4=O,0
54631297,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3ccccc3Cl)cc2OC[C@H](C)NC[C@H]1C,0
54625139,CCC(=O)N(C)C[C@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C3=CCCC3,0
54646232,C[C@H](NC(=O)C[C@@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc23)[C@H](CO)O1)c5ccccc5,0
54650185,CCCNC(=O)N1[C@@H](CO)[C@@H]([C@H]1C#N)c2ccc(cc2)C3=CCCCC3,0
5065494,CC1CCCCC1NC(=O)c2cnn3c(cc(nc23)c4ccccc4)C(F)(F)F,0
44490402,CC(C)NC(=O)N(C)C[C@@H]1OCCCC[C@@H](C)Oc2ccc(cc2C(=O)N(C[C@H]1C)[C@@H](C)CO)N(C)C,0
60190965,OC[C@@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)c3cnccn3)c4ccc(cc4)c5cccc(F)c5,0
54637819,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2c(C)onc2C)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45,0
9932888,C[C@]12OC(C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35,0
1775,O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3,1
44491382,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2Oc3c(NC(=O)C4CCOCC4)cccc3C(=O)N(C[C@H]2C)[C@H](C)CO,0
2799,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,0
54657563,COc1ccc(CN2C[C@@H](O)COC[C@@H]3O[C@@H](CC(=O)NCCN4CCCC4)CC[C@@H]23)cc1,0
44486395,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2cccc3ccccc23)OCCCC[C@@H](C)Oc4ccc(NC(=O)c5ccncc5)cc4C1=O,0
54664969,OC[C@H]1Nc2ccc(cc2[C@@H]3[C@H]1CCN3C(=O)C4CCCCC4)c5ccc(cc5)C#N,0
54646469,C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)C4CCOCC4)cc23)[C@@H](CO)O1)c5ccccc5,0
24747181,CCCOc1ccc(Cl)cc1Nc2nc(NCCO)nc(n2)N3CCCC3,0
54631795,CCC(=O)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(NC(=O)Nc3ccc(Cl)cc3)cc2OC[C@@H]1C)OC,0
854343,Cc1cccc(c1)c2nnc(SCC(=O)O)n2CC=C,0
3081,CC1(C)OC(=O)NC1=O,1
54615002,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@@H](C)CCCCO[C@H](CN(C)C)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2,0
54654536,CN1[C@@H]2CC[C@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc4ccc(NC(=O)c5cnccn5)cc4C1=O,0
3121,CCCC(CCC)C(=O)O,0
54645991,OC[C@H]1O[C@@H](CC(=O)N2CCc3ccccc3C2)C[C@@H]4[C@H]1Oc5ccc(NS(=O)(=O)c6ccc(F)cc6)cc45,0
54615076,COc1ccc(NC(=O)Nc2ccc3O[C@H](C)CCCCO[C@H](CN(C)CC4CC4)[C@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1,0
54638346,OC[C@H]1O[C@@H](CC(=O)NCCCN2CCOCC2)CC[C@H]1NC(=O)Nc3ccc4OCOc4c3,0
54637692,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)onc2C)OCc3ccccc3c4c(C1=O)n(C)c5ccccc45,0
54646315,COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@@H]4[C@H](CO)O[C@H](CC(=O)NCc5ccccc5F)C[C@@H]4c3c2,0
167715,CCCN1CCc2cccc3c2[C@H]1Cc4ccc(O)c(O)c34,0
54649266,CO[C@H](CN(C)S(=O)(=O)c1ccc(C)cc1)[C@@H](C)CN([C@H](C)CO)C(=O)Nc2ccccc2F,0
442872,O=C1O[C@@]23C[C@@H](C=CC2=C1)N4CCCC[C@H]34,0
44484331,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,0
3038525,Fc1ccc(SC2=NN3C=NC(=O)C(=C3C=C2)c4c(Cl)cccc4Cl)c(F)c1,0
24869094,COc1ccc(cc1)[Si](C)(C)[C@H]2[C@H](CCn3cc(CCO)nn3)O[C@]4([C@@H]2C)C(=O)N(C)c5c(Br)cc(C)cc45,0
54666484,C\C=C\c1ccc(cc1)[C@H]2[C@@H](CO)N3CCCCN(C[C@H]23)C(=O)Cc4cccnc4,0
54648973,CO[C@H](CN(C)Cc1cc(F)ccc1F)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c2ccc(C)cc2,0
54661191,CCC(=O)N1[C@@H]([C@@H](CO)[C@@H]2CN3C(=CC=C(C3=O)c4ccccc4OC)[C@H]12)C(=O)NCCCN(C)C,0
44143772,COc1ccc(cc1OC)[C@H]2CC(=O)C=C(C2)c3cccc4c5ccccc5sc34,0
54666674,CN(C)CC(=O)N1CCCCN2[C@H](CO)[C@@H]([C@H]2C1)c3ccc(\C=C\c4ccccc4)cc3,0
49843205,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)Nc4ccc(cc4)C(F)(F)F)cc3C1=O,0
54660874,CC=CC1=CC=C2[C@@H]3[C@H](CN2C1=O)[C@@H](CO)[C@@H](N3S(=O)(=O)C)C(=O)NCc4ccccc4Cl,0
54651302,CC(=O)NC[C@H]1[C@@H]([C@@H](CO)N1Cc2cccnc2)c3ccc(cc3)C4=CCCC4,0
54657910,O[C@@H]1CN[C@H]2CC[C@@H](CC(=O)Nc3nccs3)O[C@@H]2COC1,0
54654000,CCS(=O)(=O)Nc1ccc2OC[C@@H]3O[C@H](CC(=O)N4CCN(C)CC4)CC[C@@H]3N(C)C(=O)c2c1,0
54631220,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)Oc3cc(ccc3S1(=O)=O)c4ccc(C)cc4,0
54645882,OC[C@H]1O[C@@H](CC(=O)NCc2ccccc2F)C[C@H]3[C@@H]1Oc4ccc(NC(=O)NC5CCCC5)cc34,0
60189669,COc1ccc2c3c([C@@H](CO)N(CC34CN(C4)C(=O)NC(C)C)C(=O)CC5CC5)n(C)c2c1,0
44505073,CNC[C@@H]1OCc2cnnn2CCCC(=O)N(C[C@@H]1C)[C@@H](C)CO,0
54631746,CCC(=O)Nc1ccc2OC[C@H](C)N(Cc3ccncc3)C[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC,0
60189616,OC[C@@H]1[C@H]([C@H]2CN(CC(=O)N12)C(=O)CC3CC3)c4ccc(cc4)C#Cc5cccc(F)c5,0
60190976,COCC(=O)N1C[C@H]2[C@@H]([C@H](CO)N2C(=O)C1)c3ccc(cc3)c4ccccc4F,0
54637800,COc1ccccc1S(=O)(=O)N(C)C[C@H]2OCc3ccccc3c4ccccc4C(=O)N(C[C@@H]2C)[C@H](C)CO,0
44143092,O=C(CNC(=O)C1CCCCC1)OC(C(=O)c2ccccc2)c3ccccc3,0
44505899,COc1cccc(CN(C)C[C@@H]2OCc3cnnn3CCCC(=O)N(C[C@@H]2C)[C@H](C)CO)c1,0
44498703,CNC[C@H]1Oc2c(NC(=O)NC(C)C)cccc2C(=O)N(C[C@@H]1C)[C@H](C)CO,0
54637894,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2F)OCc3ccccc3c4ccccc4C1=O,0
44500224,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCCN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2C1=O,0
60185283,O=C(C1CC1)N2C[C@@H]3N[C@H](C2)[C@H]3c4ccc(cc4)c5cncnc5,0
54638357,Cn1cnc(c1)S(=O)(=O)N[C@H]2C=C[C@H](CC(=O)N3CCN(CC3)c4ccccc4)O[C@@H]2CO,0
54618824,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)CC2CCCC2)Oc3ncc(cc3C1=O)C#Cc4ccccn4,0
52912189,COc1cc2c3N([C@H](C)c4ccccn4)C(=O)Nc3cnc2cc1c5c(C)onc5C,0
44497655,COc1ccc(cc1)S(=O)(=O)Nc2ccc3O[C@H](C)CCCCO[C@@H](CN(C)C(=O)CCCN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c3c2,0
2950,Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12,0
54631677,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@H](C)N(CC4CC4)C[C@H]1C,0
54657667,O[C@H]1COC[C@@H]2O[C@H](CC(=O)N3CCCCC3)CC[C@H]2N(C1)C(=O)c4ccc(F)cc4,0
54639117,Cc1ccc(cc1)S(=O)(=O)N[C@@H]2CC[C@H](CCNC(=O)c3ccccc3F)O[C@@H]2CO,0
44617311,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccccc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0
44617484,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(cc4CC1=O)N(C)C,0
54657502,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)NC3CCCC3)CC[C@@H]2N(C1)C(=O)c4ccc5OCOc5c4,0
3085107,COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](OC5CC(N)C(O)C(C)O5)c4c(O)c3C(=O)c12)C(=O)C,0
54664833,CN1[C@H](CO)[C@@H]2CCN([C@@H]2c3cc(ccc13)c4ccc(cc4)C#N)S(=O)(=O)c5ccc(C)cc5,0
44143703,NS(=O)(=O)c1ccc(cc1)N2N=C(CC2c3cccc(Br)c3)c4ccccc4,0
54638581,OC[C@H]1O[C@@H](CCNC(=O)c2cc(Cl)cc(Cl)c2)CC[C@H]1NC(=O)C3CCOCC3,0
60185154,COc1ccccc1CN2C[C@@H]3N[C@H](C2)[C@@H]3c4ccc(cc4)c5cccc(c5)C#N,0
44491737,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NS(=O)(=O)C)cc4C1=O,0
6449767,CCCCC\C=C/C\C=C/C\C=C/C\C=C/CCCC(=O)NCc1ccc(O)c(OC)c1,0
60190065,OC[C@H]1[C@@H](c2ccccc2)C3(CN(C3)C(=O)CC4CC4)N1S(=O)(=O)Cc5ccccc5,0
54666448,COCC#Cc1ccc(cc1)[C@@H]2[C@@H](CO)N3CCCCN(C[C@H]23)C(=O)NC4CCCC4,0
54638013,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2C)OCc3ccccc3c4ccccc4C1=O,0
54618752,CC(C)C#Cc1ccc2c(O[C@H](CN(C)C(=O)c3ccncc3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0
149096,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O,0
54638355,Cn1cnc(c1)S(=O)(=O)N[C@H]2C=C[C@@H](CC(=O)N3CCN(CC3)c4ccccc4)O[C@@H]2CO,0
2780,COc1cc(N)c(Cl)cc1C(=O)NC2CCN(Cc3ccccc3)CC2,1
54618914,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)C)Oc2cc(ccc2S1(=O)=O)C#Cc3ccc(F)cc3,0
54630688,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2ccccn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4,0
54631534,CCCNC(=O)Nc1ccc2OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c3ccccc3F,0
54646570,OC[C@@H]1O[C@H](CC(=O)NCc2ccccn2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)Cc5ccncc5)cc34,0
60185241,COc1ccc2c3c([nH]c2c1)[C@@H](CO)N(CC34CN(C4)S(=O)(=O)c5ccc(C)cc5)C(=O)Nc6ccc(F)cc6,0
54632055,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)C3CC3)ccc2OC[C@@H](C)N(C[C@H]1C)C(=O)NC(C)C,0
54615021,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@H](C)Oc2ccc(NC(=O)C3CCCCC3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO,0
54649384,COc1ccc(CNC(=O)c2cc3CN([C@H](CCO)c3c(n2)c4cccc(c4)c5cccc(c5)C#N)[S@](=O)C(C)(C)C)cc1,0
60194076,COc1cc(\C=C\C(=O)N2CCCC=CC2=O)cc(OC)c1OC,0
54620273,CCCN(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@@H]1C)[C@@H](C)CO)C#Cc3ccncc3,0
54649881,OCC[C@H]1N(Cc2cc(nc(c3cccc(c3)c4ccc(F)cc4)c12)C(=O)N5CCOCC5)C(=O)c6ccc7OCOc7c6,0
54646083,OC[C@@H]1O[C@H](CC(=O)NCc2ccccn2)C[C@@H]3[C@H]1Oc4ccc(NC(=O)C5CCC5)cc34,0
54631791,CCCNC(=O)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)C3CCC3)cc2OC[C@H]1C)OC,0
54651398,CCC(=O)N(C)C[C@@H]1[C@H]([C@H](CO)N1Cc2cccnc2)c3ccccc3,0
44505550,COc1ccc(OC(=O)N(C)C[C@H]2OCc3cn(CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)nn3)cc1,0
54649706,CO[C@@H]1CC[C@H]2CCN(C)C(=O)[C@@H](C)N(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2,0
54649083,CO[C@@H](CN(C)Cc1nccs1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c2ccc(C)cc2,0
44485563,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C)Oc2ccc(NS(=O)(=O)c3ccccc3)cc2C1=O,0
54596116,COCCNC(=O)[C@H]1[C@H](CO)[C@H]2CN3C(=O)C=CC=C3[C@@H]1N2S(=O)(=O)c4ccccc4C,0
336423,Cc1ccccc1CN2C3=C(CN(Cc4ccccc4)CC3)C(=O)N5CCN=C25,1
3825,CC(C(=O)O)c1cccc(c1)C(=O)c2ccccc2,0
54649358,CC(C)(C)[S@@](=O)N1Cc2cc(nc(c3cccc(c3)c4ccccc4F)c2[C@H]1CCO)C(=O)NC5CCC5,0
3232217,Cc1ccccc1NC(=O)NCC2CCN(CC2)c3ccc(cc3)S(=O)(=O)N4CCOCC4,0
54615967,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccncc2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4cccs4)cc3C1=O,0
6604926,Cc1oc2cc(NC(=O)Nc3ccnc4cccnc34)ccc2n1,1
54661037,OC[C@H]1[C@@H]2CN3C(=O)C(=CC=C3[C@@H]2N(Cc4cncnc4)[C@@H]1C(=O)NC5CCC5)\C=C\c6ccccc6,0
54618183,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)C2CCOCC2)Oc3ncc(cc3C1=O)C#CC4(O)CCCC4,0
6729038,COc1ccc(cc1)C#Cc2ccc3NC(=O)[C@@]4([C@H]([C@H]5N([C@@H]([C@@H](OC5=O)c6ccccc6)c7ccccc7)[C@H]4c8ccc(OCCO)cc8)C(=O)N9CCc%10cc(OC)c(OC)cc%10C9)c3c2,0
54651418,CC(=O)N(CC1CCC1)C[C@H]2N[C@H](CO)[C@@H]2c3ccc(cc3)C4=CCCC4,0
44617931,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)OCCCC[C@@H](C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0
60190001,COc1ccc2c3c([C@@H](CO)N(CC34CCN(CC4)C(=O)Nc5ccccc5F)C(=O)C)n(C)c2c1,0
54638225,COc1ccc(cc1)S(=O)(=O)N[C@H]2C=C[C@@H](CC(=O)NCCc3ccncc3)O[C@H]2CO,0
54645802,COC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)c4ccc5OCOc5c4)cc23)[C@H](CO)O1,0
54613930,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)CC3CC3)[C@@H](C)CN([C@H](C)CO)C(=O)Cc2c1,0
54638473,COCc1cn(CC[C@@H]2CC[C@H](NC(=O)Nc3ccc(cc3)C(F)(F)F)[C@H](CO)O2)nn1,0
54646216,CN(C)c1ccc2O[C@H]3[C@@H](CO)O[C@@H](CC(=O)O)C[C@H]3c2c1,0
60185208,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(Cc4ccc(F)cc4)CC35CCN(C)CC5,0
54645995,COc1cccc(c1)S(=O)(=O)Nc2ccc3O[C@H]4[C@H](CO)O[C@H](CC(=O)NC5CCCCC5)C[C@H]4c3c2,0
54618883,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4,0
54657885,COc1cccc(c1)S(=O)(=O)N2C[C@H](O)COC[C@@H]3O[C@@H](CC(=O)NCCCN4CCOCC4)CC[C@@H]23,0
60190197,OC[C@H]1[C@@H](c2ccccc2)C3(CN(C3)C(=O)C4CC4)N1S(=O)(=O)c5ccccc5,0
54646707,CS(=O)(=O)Nc1ccc2O[C@H]3[C@H](CO)O[C@@H](CC(=O)NCC4CC4)C[C@H]3c2c1,0
54658036,O[C@H]1CN[C@H]2CC[C@@H](CC(=O)NC3Cc4ccccc4C3)O[C@@H]2COC1,0
44486455,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)Cc5cn(C)c6ccccc56)cc4C1=O,0
54654342,COc1cccc(NC(=O)Nc2ccc3OC[C@@H]4O[C@@H](CC(=O)NCCc5ccccc5)CC[C@H]4N(C)C(=O)c3c2)c1,0
54654104,COc1ccc(CNC(=O)C[C@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1,0
23983744,CC1OC(OC2CCC3(C)C(CCC4(C)C3CC=C5C6CC(C)(C)CCC6(CCC45C)C(=O)OC7OC(CO)C(OC8OCC(OC9OC(CO)C(O)C(O)C9O)C(OC%10OCC(O)C(O)C%10O)C8O)C(O)C7O)C2(C)C)C(O)C(O)C1OC%11OCC(O)C(O)C%11O,0
54658014,Cn1cnc(c1)S(=O)(=O)N2C[C@H](O)COC[C@H]3O[C@@H](CC(=O)NCc4cccc(F)c4)CC[C@H]23,0
60189494,CC(C)C#Cc1ccc(cc1)[C@@H]2[C@H](CO)N3[C@@H]2CN(CC3=O)C(=O)c4ccc5OCOc5c4,0
54649652,CO[C@H]1CC[C@@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](OC)[C@@H](C)C(=O)N(C)C[C@H]1O2)C#N,0
3292,CCN1C(=O)NC(C1=O)c2ccccc2,0
54631760,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)NC(C)C)ccc2OC[C@H](C)N(C[C@@H]1C)C(=O)C3CCC3,0
443955,CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c([C@H]23)n1c5ccccc45,1
54657508,Cn1cnc(CCNC(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@H](O)CN3C(=O)Nc4ccc(cc4)C(F)(F)F)O2)c1,0
54632031,CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2OC[C@@H](C)NC[C@@H]1C,0
44490222,CC(C)NC(=O)Nc1ccc2O[C@H](C)CCCCO[C@H](CN(C)C)[C@@H](C)CN([C@H](C)CO)C(=O)c2c1,0
23757203,COc1ccc2C=CC(=O)Oc2c1CC(O)C(C)(C)OC,0
3921152,COc1ccc2[nH]c(cc2c1)C(=O)c3ccccc3,1
54651601,CCCNC(=O)NC[C@@H]1[C@@H]([C@H](CO)N1C(=O)C)c2ccc(cc2)C3=CCCCC3,0
46916165,COc1ccc(cc1)C(=O)Nc2cc(Cl)c(Br)cc2C(=O)O,0
60189243,COc1cccc(c1)c2ccc(cc2)[C@@H]3[C@H](CO)N4[C@@H]3CNCC4=O,0
54660802,COC(=O)[C@@H]1[C@@H](CO)[C@@H]2CN3C(=O)C(=CC=C3[C@@H]2N1CCc4ccccc4)C=CC,0
31411,COc1ccc2[C@@H](OC(=O)c2c1OC)[C@@H]3N(C)CCc4cc5OCOc5c(OC)c34,1
54638739,OC[C@@H]1O[C@H](CC(=O)O)C=C[C@H]1NC(=O)c2ccccc2F,0
54645923,OC[C@H]1O[C@H](CC(=O)NCCN2CCCCC2)C[C@H]3[C@@H]1Oc4ccc(NS(=O)(=O)c5ccc(F)cc5)cc34,0
44246456,Cc1cc(C)cc(c1)S(=O)(=O)N2CCN(CC2)c3nc(nc4ccccc34)c5cccs5,0
54666535,COc1ccc(cc1)C#Cc2ccc(cc2)[C@@H]3[C@@H](CO)N4CCCCN(C)C[C@@H]34,0
31072,CCOC(=O)N1C=CN(C)C1=S,1
