cid,smiles,NR3C1
54618324,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3cc(ccc3S1(=O)=O)c4ccccc4C,0
44488153,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCC(F)(F)F)OCc2cn(CCCC1=O)nn2,0
54638789,OC[C@@H]1O[C@H](CC(=O)N2CCCCC2)C=C[C@@H]1NC(=O)c3ccc4OCOc4c3,0
54618758,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccccc2)Oc3cc(\C=C\c4ccccc4)ccc3S1(=O)=O,0
54638566,CCCNC(=O)N[C@H]1CC[C@@H](CCn2cc(nn2)c3cccc(F)c3)O[C@H]1CO,0
54646410,CN(C)c1ccc2O[C@H]3[C@H](CO)O[C@H](CC(=O)N4CCc5ccccc5C4)C[C@H]3c2c1,0
54666675,CN(C)CC(=O)N1CCCCN2[C@H](CO)[C@@H]([C@@H]2C1)c3ccc(\C=C\c4ccccc4)cc3,0
54638716,CCC(=O)N[C@@H]1CC[C@@H](CC(=O)NCc2ccccc2F)O[C@H]1CO,0
54666523,COc1ccccc1C#Cc2ccc(cc2)[C@@H]3[C@H](CO)N4CCCCN(C[C@@H]34)C(=O)C5CCC5,0
54657530,O[C@@H]1COC[C@@H]2O[C@H](CC(=O)N3CCN(CC3)c4ccccc4)CC[C@H]2N(C1)C(=O)c5cnccn5,0
3035842,C(C1CCNCC1)c2c[nH]cn2,1
5466054,CC(C)CC(NCc1c(O)ccc2C(=CC(=O)Oc12)C)C(=O)O,0
60190954,COc1ccccc1NC(=O)N2C[C@H]3[C@H]([C@@H](CO)N3C(=O)C2)c4ccc(cc4)C#CC(C)C,0
44488451,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)C)[C@H](C)CN([C@H](C)CO)C(=O)c2c1,0
44618908,COc1ccc(cc1)S(=O)(=O)N(C)C[C@H]2OCCCC[C@H](C)Oc3ccc(NS(=O)(=O)c4cn(C)cn4)cc3C(=O)N(C[C@H]2C)[C@H](C)CO,0
60191398,Cc1cccc(c1)c2ccc(cc2)[C@@H]3[C@H](CO)N4[C@@H]3CN(CC4=O)C(=O)c5ccc6OCOc6c5,0
54637808,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc3OCOc3c2)OCc4ccccc4c5ccccc5C1=O,0
44498665,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C,0
10531,CN1C[C@@H](C[C@H]2[C@H]1Cc3c[nH]c4cccc2c34)C(=O)N[C@]5(C)O[C@@]6(O)[C@@H]7CCCN7C(=O)[C@H](Cc8ccccc8)N6C5=O,0
54638758,COC(=O)C[C@@H]1CC[C@H](NS(=O)(=O)c2ccccc2F)[C@H](CO)O1,0
44492670,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc3OCOc3c2)Oc4ccc(NC(=O)Cc5ccccc5)cc4C1=O,0
54649379,CC(C)(C)[S@@](=O)N1Cc2cc(nc(c3cccc(c3)c4cccnc4)c2[C@H]1CCO)C(=O)NCCc5ccncc5,0
54649721,CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@H](CC(=O)N(C)C[C@@H]1O2)c4ccccc4)C#N,0
44505259,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,0
54688261,CC(=O)C[C@H](C1=C(O)c2ccccc2OC1=O)c3ccccc3,0
54618623,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cccc(F)c2)Oc3cc(ccc3S1(=O)=O)C#CCN(C)C,0
54646670,OC[C@H]1O[C@H](CC(=O)NC2CCCCC2)C[C@@H]3[C@H]1Oc4ccc(NS(=O)(=O)c5ccc(F)cc5)cc34,0
5452,CSc1ccc2Sc3ccccc3N(CCC4CCCCN4C)c2c1,0
44620779,CC(C)NC(=O)Nc1ccc2O[C@@H](C)CCCCO[C@H](CN(C)C(=O)NC3CCCCC3)[C@H](C)CN([C@@H](C)CO)C(=O)c2c1,0
54654266,C[C@H](NC(=O)C[C@H]1CC[C@H]2[C@H](COc3ccc(NS(=O)(=O)c4ccc(Cl)cc4)cc3C(=O)N2C)O1)c5ccccc5,0
54618750,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)Oc3cc(ccc3S1(=O)=O)C#Cc4ccncc4,0
54618587,COc1ccccc1C#Cc2cnc3O[C@H](CN(C)S(=O)(=O)c4cn(C)cn4)[C@H](C)CN([C@H](C)CO)C(=O)c3c2,0
54645856,OC[C@H]1O[C@H](CC(=O)NCC2CC2)C[C@H]3[C@@H]1Oc4ccc(NC(=O)CC5CC5)cc34,0
5501,CCOC(=O)NNc1nncc2ccccc12,1
54657507,Cn1cnc(CCNC(=O)C[C@@H]2CC[C@@H]3[C@H](COC[C@@H](O)CN3C(=O)Nc4ccc(cc4)C(F)(F)F)O2)c1,0
54638593,OC[C@H]1O[C@@H](CC(=O)NC2CCCCC2)C=C[C@@H]1NS(=O)(=O)c3ccc(F)cc3,0
54664932,CN1[C@@H](CO)[C@@H]2CCN([C@@H]2c3cc(ccc13)c4cccc(c4)C#N)C(=O)CC5CC5,0
54646639,C[C@H](NC(=O)C[C@H]1C[C@@H]2[C@@H](Oc3ccc(NC(=O)c4cccnc4)cc23)[C@H](CO)O1)c5ccccc5,0
60189200,OC[C@H]1[C@@H]([C@@H]2CN(CC(=O)N12)C(=O)C3CCOCC3)c4ccc(cc4)C#CCc5ccccc5,0
54646584,COc1ccc(NC(=O)Nc2ccc3O[C@@H]4[C@H](CO)O[C@@H](CC(=O)O)C[C@@H]4c3c2)cc1,0
54631974,CO[C@H]1CN(C)C(=O)c2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2OC[C@@H](C)NC[C@H]1C,0
54618852,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(c2)C(=O)O)Oc3cc(ccc3S1(=O)=O)C4=CCCCC4,0
54652714,COc1ccc(cc1)C(=O)N2C[C@H]3[C@H]([C@@H](CO)N3C(=O)Cc4ccccn4)c5ccccc25,0
54649135,CO[C@@H](CN(C)S(=O)(=O)c1ccc(Cl)cc1)[C@@H](C)CN([C@H](C)CO)C(=O)Nc2ccccc2F,0
2952127,CCOc1ccccc1NC(=O)C(C)Oc2ccc(OC)cc2,0
60190032,CCCC(=O)N1CCC2(CC1)CN([C@H](CO)c3[nH]c4cc(OC)ccc4c23)C(=O)Cc5ccccn5,0
54615038,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0
54618568,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C)Oc2cc(ccc2S1(=O)=O)C#Cc3ccccn3,0
54631792,CO[C@@H]1CN(C)C(=O)c2cc(NC(=O)c3cc(C)on3)ccc2OC[C@@H](C)NC[C@@H]1C,0
54638576,COc1cccc(c1)S(=O)(=O)N[C@H]2CC[C@@H](CCN)O[C@H]2CO,0
54661172,OC[C@H]1[C@@H]2CN3C(=O)C(=CC=C3[C@@H](N2)[C@@H]1C(=O)NCc4ccccc4)c5cccc(F)c5,0
44508006,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(=O)Nc3ccccc3N)Oc4ccc(NC(=O)C5CCCCC5)cc4CC1=O,0
54638529,OC[C@H]1O[C@@H](CCNC(=O)Cc2ccccn2)CC[C@H]1NC(=O)Nc3ccc(Cl)cc3,0
54646212,OC[C@@H]1O[C@@H](CC(=O)NCC(F)(F)F)C[C@H]2[C@@H]1Oc3ccc(NC(=O)c4ccc5OCOc5c4)cc23,0
44489378,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)C)Oc2ccc(NC(=O)CCCN(C)C)cc2C1=O,0
54619055,CNC[C@H]1Oc2ncc(cc2C(=O)N(C[C@H]1C)[C@H](C)CO)c3ccccc3F,0
5576,CN1C(=O)OC(C)(C)C1=O,1
54654530,CN1[C@@H]2CC[C@@H](CC(=O)O)O[C@@H]2COc3ccc(NC(=O)c4cccc(c4)C(F)(F)F)cc3C1=O,0
54637645,CO[C@@H](C(=O)N(C)C[C@H]1OCc2ccccc2c3ccccc3C(=O)N(C[C@H]1C)[C@H](C)CO)c4ccccc4,0
54646703,OC[C@@H]1O[C@@H](CC(=O)NCc2ccc3OCOc3c2)C[C@H]4[C@@H]1Oc5ccc(NC(=O)C6CCOCC6)cc45,0
54657941,O[C@@H]1COC[C@H]2O[C@H](CC(=O)NCC3CCCCC3)CC[C@@H]2N(Cc4cccc(Cl)c4)C1,0
54654346,COc1cccc(NC(=O)Nc2ccc3OC[C@@H]4O[C@@H](CC(=O)NCCc5ccccc5)CC[C@@H]4N(C)C(=O)c3c2)c1,0
747185,Cc1cc2nc(SCCN3CCCC3)[nH]c2cc1C,0
54646482,C[C@H](NC(=O)C[C@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)C4CCOCC4)cc23)[C@H](CO)O1)c5ccccc5,0
4055,CC1=CC(=O)c2ccccc2C1=O,1
60191445,OC[C@H]1[C@H]([C@@H]2CN(CC(=O)N12)C(=O)c3ccc(F)cc3)c4ccc(cc4)C#CCC5CCCC5,0
21157,CCCCS(=N)(=O)CCC(N)C(=O)O,0
54646479,C[C@H](NC(=O)C[C@@H]1C[C@H]2[C@H](Oc3ccc(NC(=O)C4CCOCC4)cc23)[C@H](CO)O1)c5ccccc5,0
54637726,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccc(F)cc2)OCc3ccccc3c4ccccc4C1=O,0
44502236,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)OCCCC[C@@H](C)Oc3ccc(NC(=O)NC4CCCCC4)cc3C1=O,0
3894,OC(=O)c1cc(ccc1O)N(Cc2ccccc2O)Cc3cc(O)ccc3O,0
54637972,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)[C@H](C)c2ccccc2)OCc3ccccc3c4ccccc4C1=O,0
4184,CN1CCN2C(C1)c3ccccc3Cc4ccccc24,0
5702036,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C,0
54654102,COc1ccc(CNC(=O)C[C@H]2CC[C@H]3[C@H](COc4ccc(NC(=O)C(C)C)cc4C(=O)N3C)O2)cc1,0
54649126,CO[C@H](CN(C)C(=O)c1cnccn1)[C@@H](C)CN([C@H](C)CO)S(=O)(=O)c2ccc(Cl)cc2,0
54637740,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2ccnc(c2)N3CCOCC3)OCc4ccccc4c5ccccc5C1=O,0
54661090,CN(C)C(=O)[C@@H]1[C@@H](CO)[C@@H]2CN3C(=CC=C(C3=O)c4cccc(F)c4)[C@H]1N2Cc5ccccc5,0
54639059,N[C@H]1CC[C@@H](CCn2cc(nn2)c3ccccn3)O[C@H]1CO,0
54657571,O[C@H]1COC[C@@H]2O[C@@H](CC(=O)N[C@@H]3CCN(Cc4ccccc4)C3)CC[C@H]2N(Cc5cocn5)C1,0
3025,CCCCOc1cc(C(=O)NCCN(CC)CC)c2ccccc2n1,1
94701,CC[C@H](C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N[C@@H]([C@@H](C)CC)C(=O)O,0
54649684,CO[C@H]1CC[C@@H]2CCN(C)C(=O)[C@H](C)N(C)C(=O)c3cc(ccc3OC[C@@H]1O2)C#N,0
54649663,CO[C@@H]1CC[C@H]2CCOc3ccc(cc3C(=O)N(C)C[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N,0
54637811,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)N[C@@H](C)c2ccccc2)OCc3ccccc3c4ccccc4C1=O,0
54631624,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)Cc3ccccc3)cc2OC[C@@H](C)N(C[C@H]1C)C(=O)c4ccccc4F,0
54645970,COc1ccccc1CNC(=O)C[C@@H]2C[C@@H]3[C@@H](Oc4ccc(NC(=O)Nc5ccc(cc5)C(F)(F)F)cc34)[C@@H](CO)O2,0
54615061,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0
5790,OC[C@H]1O[C@H](C[C@@H]1O)N2C=C(F)C(=O)NC2=O,1
56835444,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)[C@H](C)c2ccccc2)OCc3ccccc3c4ccccc4C1=O,0
60187403,COc1ccc2c3c([C@H](CO)NCC34CCN(CC4)C(=O)c5cccc(F)c5)n(C)c2c1,0
54647052,OC[C@@H]1O[C@H](CC(=O)NCc2cc(F)ccc2F)C[C@@H]3[C@H]1Oc4ccc(NC(=O)Nc5ccccc5F)cc34,0
54632158,COCC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccc(NC(=O)c3cnccn3)cc2OC[C@H]1C)OC,0
9967941,Cc1cccc(n1)c2[nH]c(nc2c3ccc4nccnc4c3)C(C)(C)C,0
54618334,CC(C)NC(=O)N(C)C[C@@H]1Oc2cc(ccc2S(=O)(=O)N(C[C@H]1C)[C@H](C)CO)C#C[C@H](C)O,0
54645839,COc1ccc(CNC(=O)C[C@H]2C[C@@H]3[C@@H](Oc4ccc(NC(=O)C5CCC5)cc34)[C@H](CO)O2)cc1,0
54657628,O[C@H]1COC[C@@H]2O[C@H](CC(=O)NC3Cc4ccccc4C3)CC[C@H]2N(C1)C(=O)Cc5ccccc5,0
54664801,OC[C@H]1Nc2ccc(Br)cc2[C@@H]3[C@H]1CCN3C(=O)C4CCOCC4,0
119565,CCCCS(=N)(=O)CC[C@H](N)C(=O)O,0
54631287,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)c3cnccn3)cc2OC[C@@H](C)NC[C@@H]1C,0
21678144,CC(C)[C@@H]1CC[C@@H](C)C[C@@H]1P(=O)(c2ccccc2)c3ccccc3,0
42623900,OC[C@H](Cc1ccccc1)Nc2nc(Oc3ccc4CCCc4c3)nc5c2ncn5Cc6ccc(cc6)c7ccccc7,0
54650016,OC[C@H]1N[C@@H](C#N)[C@@H]1c2ccc(cc2)c3cccc(F)c3,0
56835297,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)CC(F)(F)F)OCc2ccccc2c3c(C1=O)n(C)c4ccccc34,0
54646464,COCC(=O)Nc1ccc2O[C@H]3[C@@H](CO)O[C@@H](CC(=O)NCc4ccccc4F)C[C@H]3c2c1,0
54618307,COc1ccccc1C#Cc2ccc3c(O[C@H](CN(C)Cc4cccnc4)[C@H](C)CN([C@H](C)CO)S3(=O)=O)c2,0
54666679,COc1cccc(c1)c2ccc(cc2)[C@@H]3[C@H](CO)N4CCCCN(C[C@@H]34)C(=O)c5ccc(F)cc5,0
54618503,COc1ccc(NC(=O)N(C)C[C@@H]2Oc3cc(ccc3S(=O)(=O)N(C[C@H]2C)[C@H](C)CO)c4cccc(c4)C(=O)N(C)C)cc1,0
54649610,CO[C@@H]1CC[C@@H]2CCOc3c(cccc3C(=O)N(C)C[C@@H](OC)[C@@H](C)C(=O)N(C)C[C@@H]1O2)C#N,0
54646377,CN(C)CC(=O)Nc1ccc2O[C@@H]3[C@H](CO)O[C@@H](CC(=O)NCc4ccc(cc4)c5ccccc5)C[C@@H]3c2c1,0
24058669,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C2)(C(=O)OC)c5cc6c(cc5OC)N(C=O)[C@H]7[C@](O)([C@H](OC(=O)C)[C@@]8(CC)C=CCN9CC[C@]67[C@H]89)C(=O)OC)C1,0
54638556,OC[C@H]1O[C@@H](CC(=O)NCc2cccc(F)c2)CC[C@H]1NC(=O)CN3CCOCC3,0
60185077,COc1ccc2c3c([nH]c2c1)[C@H](CO)N(CC34CCN(Cc5cncnc5)CC4)C(=O)CN(C)C,0
5394,CN1N=Nc2c(ncn2C1=O)C(=O)N,0
54637826,COc1cccc(c1)S(=O)(=O)N(C)C[C@@H]2OCc3ccccc3c4c(C(=O)N(C[C@@H]2C)[C@@H](C)CO)n(C)c5ccccc45,0
44504925,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)S(=O)(=O)c2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,0
44484893,COc1ccc(NC(=O)Nc2ccc3O[C@@H](CN(C)Cc4ccc5OCOc5c4)[C@@H](C)CN([C@@H](C)CO)C(=O)c3c2)cc1,0
54638616,OC[C@@H]1O[C@H](CCNC(=O)Nc2ccc(cc2)C(F)(F)F)CC[C@@H]1NC(=O)c3cccnc3,0
60185249,COc1cccc(c1)c2ccc(cc2)[C@@H]3[C@@H]4CN(C[C@H]3N4)C(=O)Nc5ccccc5F,0
1287820,COc1ccc(Cn2c3ccc(Br)cc3c4nc5ccccc5nc24)cc1OC,0
60189973,COc1cccc(CN2CC3(CCN(CC3)S(=O)(=O)C)c4c([C@@H]2CO)n(C)c5cc(OC)ccc45)c1,0
44460113,Fc1cc(cc(F)c1F)C(=O)OCC#CCSc2oc(nn2)c3cccc4ccccc34,0
4302963,COc1ccc(cc1)C(=O)c2c(C)n(CCN3CCOCC3)c4cc(I)ccc24,1
54661178,CC=CC1=CC=C2[C@H]3[C@@H](CN2C1=O)[C@H](CO)[C@H](N3C)C(=O)N4CCC(Cc5ccccc5)CC4,0
54618410,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(=O)O)Oc3ncc(cc3C1=O)C#CCc4ccccc4,0
44498824,COc1ccc(NC(=O)N(C)C[C@H]2Oc3c(NC(=O)c4cc(C)nn4C)cccc3C(=O)N(C[C@H]2C)[C@@H](C)CO)cc1,0
50904525,COc1ccc2cc(ccc2c1)c3cn(nn3)C(=O)N(c4ccccc4)c5ccccc5,0
7694069,O=C(Cn1c2C(=O)N3CCSC3=Nc2c4ccccc14)N5CCCC5,0
54649478,CO[C@@H]1CC[C@@H]2CCN(C)C(=O)[C@@H](C)[C@H](CN(C)C(=O)c3cccc(C#N)c3OC[C@@H]1O2)OC,0
54631388,CCS(=O)(=O)Nc1ccc2OC[C@H](C)N(C[C@H](C)[C@H](CN(C)C(=O)c2c1)OC)C(=O)c3ccc4OCOc4c3,0
54638692,OC[C@H]1O[C@@H](CC(=O)N2CCc3ccccc3C2)CC[C@@H]1NC(=O)Nc4cc(F)ccc4F,0
54638608,Cc1ccc(cc1)S(=O)(=O)N[C@H]2CC[C@@H](CCn3cc(nn3)c4cccnc4)O[C@@H]2CO,0
54649235,CO[C@H](CN(C)Cc1ccc2OCOc2c1)[C@H](C)CN([C@@H](C)CO)C(=O)c3ccccc3,0
54618185,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccnc2)Oc3ncc(cc3C1=O)c4cccc(c4)C#N,0
44505623,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C(=O)Nc2c(C)onc2C)OCc3cnnn3CCCC1=O,0
6710614,C[C@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0
44506448,ONC(=O)CCCCC(=O)NN=Cc1ccc(cc1)c2ccccc2,0
60185278,C(N1C[C@@H]2N[C@H](C1)[C@H]2c3ccc(cc3)c4ccccc4)c5cccnc5,0
44486957,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccccc2)OCc3cn(CCCC1=O)nn3,0
54632153,CO[C@H]1CN(C)C(=O)c2cc(NC(=O)c3ccc4OCOc4c3)ccc2OC[C@H](C)N(CC5CC5)C[C@H]1C,0
54637758,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2ccccc2C(F)(F)F)OCc3ccccc3c4ccccc4C1=O,0
1548076,C1CCc2ncc(c3ccc(cc3)c4ccccc4)n2CC1,0
54654520,CN1[C@@H]2CC[C@@H](CC(=O)NCC3CCCCC3)O[C@@H]2COc4ccc(NC(=O)C5CCOCC5)cc4C1=O,0
54632230,CO[C@H]1CN(C)C(=O)c2ccc(NC(=O)Nc3c(C)onc3C)cc2OC[C@@H](C)N(CC4CC4)C[C@H]1C,0
25243735,C[C@H]1CN(CCN1S(=O)(=O)c2ccc3OCCOc3c2)S(=O)(=O)c4c(F)cccc4F,0
54652690,CC(C)NC(=O)N1[C@@H](CO)[C@@H]2[C@H]1CN(C)c3ccccc23,0
60190218,COc1ccc2c3c([C@H](CO)N(CC4CC4)CC35CN(C5)C(=O)CC6CC6)n(C)c2c1,0
162834,CN1CC(=O)N=C1NC(=O)Nc2cccc(Cl)c2,0
54654170,CNC(=O)C[C@H]1CC[C@@H]2[C@@H](COc3ccc(NC(=O)c4cc(F)cc(F)c4)cc3C(=O)N2C)O1,0
54638647,COc1cccc(NC(=O)N[C@@H]2CC[C@H](CC(=O)N3CCCCC3)O[C@@H]2CO)c1,0
54626408,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)CC2CC2)Oc3cc(ccc3S1(=O)=O)c4ccc(cc4)C#N,0
54652536,COc1cccc(c1)C(=O)N2C[C@H]3[C@H]([C@H](CO)N3Cc4ccccc4Cl)c5ccccc25,0
1864426,COc1ccc(Cl)cc1Nc2nnc(s2)c3ccncc3,0
54654010,COc1cccc(NC(=O)C[C@H]2CC[C@@H]3[C@@H](COc4ccc(NC(=O)C5CCOCC5)cc4C(=O)N3C)O2)c1,0
60189933,CC(C)NC(=O)N1CC2(C1)[C@@H]([C@H](CO)N2C(=O)C)c3ccc(cc3)C4=CCCC4,0
54618917,COCC#Cc1ccc2c(O[C@H](CN(C)Cc3ccccn3)[C@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0
54652484,COCC(=O)N1[C@H](CO)[C@H]2[C@@H]1CN(C(=O)Nc3cc(F)ccc3F)c4ccccc24,0
1294885,FC(F)(F)c1ccc(Cl)c(Nc2nnc(s2)c3ccncc3)c1,0
54625716,C[C@@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)c2ccccc2)Oc3ncc(cc3C1=O)c4ccc(C)cc4,0
54666514,Cc1ccccc1c2ccc(cc2)[C@@H]3[C@H](CO)N4CCCCN(C[C@@H]34)S(=O)(=O)Cc5ccccc5,0
